date,flashbots_unscaled,flashbots_monthly,isPartial,scale,flashbots
2022-06-11,62,0.0,,0.0,0.0
2022-06-12,69,0.0,False,0.0,0.0
2022-06-13,0,0.0,,0.0,0.0
2022-06-14,0,0.0,,0.0,0.0
2022-06-15,0,0.0,,0.0,0.0
2022-06-16,0,0.0,,0.0,0.0
2022-06-17,45,0.0,,0.0,0.0
2022-06-18,75,0.0,,0.0,0.0
2022-06-19,0,0.0,False,0.0,0.0
2022-06-20,0,0.0,,0.0,0.0
2022-06-21,0,0.0,,0.0,0.0
2022-06-22,0,0.0,,0.0,0.0
2022-06-23,0,0.0,,0.0,0.0
2022-06-24,0,0.0,,0.0,0.0
2022-06-25,0,0.0,,0.0,0.0
2022-06-26,93,0.0,False,0.0,0.0
2022-06-27,0,0.0,,0.0,0.0
2022-06-28,0,0.0,,0.0,0.0
2022-06-29,0,0.0,,0.0,0.0
2022-06-30,100,0.0,,0.0,0.0
2022-07-01,0,0.0,,0.0,0.0
2022-07-02,0,0.0,,0.0,0.0
2022-07-03,0,0.0,False,0.0,0.0
2022-07-04,0,0.0,,0.0,0.0
2022-07-05,81,0.0,,0.0,0.0
2022-07-06,0,0.0,,0.0,0.0
2022-07-07,0,0.0,,0.0,0.0
2022-07-08,0,0.0,,0.0,0.0
2022-07-09,0,0.0,,0.0,0.0
2022-07-10,0,20.0,False,0.2,0.0
2022-07-11,0,20.0,,0.2,0.0
2022-07-12,0,20.0,,0.2,0.0
2022-07-13,0,20.0,,0.2,0.0
2022-07-14,0,20.0,,0.2,0.0
2022-07-15,0,20.0,,0.2,0.0
2022-07-16,0,20.0,,0.2,0.0
2022-07-17,0,41.0,False,0.41,0.0
2022-07-18,0,41.0,,0.41,0.0
2022-07-19,0,41.0,,0.41,0.0
2022-07-20,0,41.0,,0.41,0.0
2022-07-21,0,41.0,,0.41,0.0
2022-07-22,0,41.0,,0.41,0.0
2022-07-23,0,41.0,,0.41,0.0
2022-07-24,80,0.0,False,0.0,0.0
2022-07-25,59,0.0,,0.0,0.0
2022-07-26,69,0.0,,0.0,0.0
2022-07-27,100,0.0,,0.0,0.0
2022-07-28,0,0.0,,0.0,0.0
2022-07-29,76,0.0,,0.0,0.0
2022-07-30,61,0.0,,0.0,0.0
2022-07-31,0,21.0,False,0.21,0.0
2022-08-01,0,21.0,,0.21,0.0
2022-08-02,0,21.0,,0.21,0.0
2022-08-03,0,21.0,,0.21,0.0
2022-08-04,0,21.0,,0.21,0.0
2022-08-05,0,21.0,,0.21,0.0
2022-08-06,0,21.0,,0.21,0.0
2022-08-07,0,15.0,False,0.15,0.0
2022-08-08,0,15.0,,0.15,0.0
2022-08-09,100,15.0,,0.15,15.0
2022-08-10,0,15.0,,0.15,0.0
2022-08-11,42,15.0,,0.15,6.3
2022-08-12,0,15.0,,0.15,0.0
2022-08-13,0,15.0,,0.15,0.0
2022-08-14,0,50.0,False,0.5,0.0
2022-08-15,0,50.0,,0.5,0.0
2022-08-16,97,50.0,,0.5,48.5
2022-08-17,0,50.0,,0.5,0.0
2022-08-18,0,50.0,,0.5,0.0
2022-08-19,0,50.0,,0.5,0.0
2022-08-20,0,50.0,,0.5,0.0
2022-08-21,44,0.0,False,0.0,0.0
2022-08-22,0,0.0,,0.0,0.0
2022-08-23,0,0.0,,0.0,0.0
2022-08-24,0,0.0,,0.0,0.0
2022-08-25,0,0.0,,0.0,0.0
2022-08-26,0,0.0,,0.0,0.0
2022-08-27,0,0.0,,0.0,0.0
2022-08-28,0,18.0,False,0.18,0.0
2022-08-29,0,18.0,,0.18,0.0
2022-08-30,0,18.0,,0.18,0.0
2022-08-31,0,18.0,,0.18,0.0
2022-09-01,0,18.0,,0.18,0.0
2022-09-02,0,18.0,,0.18,0.0
2022-09-03,0,18.0,,0.18,0.0
2022-09-04,0,0.0,False,0.0,0.0
2022-09-05,0,0.0,,0.0,0.0
2022-09-06,65,0.0,,0.0,0.0
2022-09-07,0,0.0,,0.0,0.0
2022-09-08,0,0.0,,0.0,0.0
2022-09-09,0,0.0,,0.0,0.0
2022-09-10,0,0.0,,0.0,0.0
2022-09-11,80,31.0,False,0.31,24.8
2022-09-12,75,31.0,,0.31,23.25
2022-09-13,0,31.0,,0.31,0.0
2022-09-14,0,31.0,,0.31,0.0
2022-09-15,0,31.0,,0.31,0.0
2022-09-16,0,31.0,,0.31,0.0
2022-09-17,0,31.0,,0.31,0.0
2022-09-18,0,34.0,False,0.34,0.0
2022-09-19,0,34.0,,0.34,0.0
2022-09-20,30,34.0,,0.34,10.200000000000001
2022-09-21,61,34.0,,0.34,20.740000000000002
2022-09-22,0,34.0,,0.34,0.0
2022-09-23,0,34.0,,0.34,0.0
2022-09-24,100,34.0,,0.34,34.0
2022-09-25,0,0.0,False,0.0,0.0
2022-09-26,0,0.0,,0.0,0.0
2022-09-27,0,0.0,,0.0,0.0
2022-09-28,0,0.0,,0.0,0.0
2022-09-29,0,0.0,,0.0,0.0
2022-09-30,0,0.0,,0.0,0.0
2022-10-01,100,0.0,,0.0,0.0
2022-10-02,0,46.0,False,0.46,0.0
2022-10-03,0,46.0,,0.46,0.0
2022-10-04,0,46.0,,0.46,0.0
2022-10-05,0,46.0,,0.46,0.0
2022-10-06,49,46.0,,0.46,22.540000000000003
2022-10-07,0,46.0,,0.46,0.0
2022-10-08,0,46.0,,0.46,0.0
2022-10-09,0,0.0,False,0.0,0.0
2022-10-10,0,0.0,,0.0,0.0
2022-10-11,36,0.0,,0.0,0.0
2022-10-12,0,0.0,,0.0,0.0
2022-10-13,0,0.0,,0.0,0.0
2022-10-14,0,0.0,,0.0,0.0
2022-10-15,0,0.0,,0.0,0.0
2022-10-16,0,0.0,True,0.0,0.0
2022-10-17,45,0.0,,0.0,0.0
2022-10-18,43,0.0,,0.0,0.0
2022-10-19,0,0.0,,0.0,0.0
